[03/25 16:43:07] SuperNet Training INFO: tag                 : gss-mobile0
[03/25 16:43:07] SuperNet Training INFO: seed                : 0
[03/25 16:43:07] SuperNet Training INFO: data_path           : ../../../dataset/ILSVRC2012
[03/25 16:43:07] SuperNet Training INFO: save_path           : ./SuperNet
[03/25 16:43:07] SuperNet Training INFO: search_space        : greedy
[03/25 16:43:07] SuperNet Training INFO: valid_size          : 50000
[03/25 16:43:07] SuperNet Training INFO: num_gpus            : 8
[03/25 16:43:07] SuperNet Training INFO: workers             : 4
[03/25 16:43:07] SuperNet Training INFO: interval_ep_eval    : 8
[03/25 16:43:07] SuperNet Training INFO: train_batch_size    : 1024
[03/25 16:43:07] SuperNet Training INFO: test_batch_size     : 256
[03/25 16:43:07] SuperNet Training INFO: max_epoch           : 120
[03/25 16:43:07] SuperNet Training INFO: learning_rate       : 0.12
[03/25 16:43:07] SuperNet Training INFO: momentum            : 0.9
[03/25 16:43:07] SuperNet Training INFO: weight_decay        : 4e-05
[03/25 16:43:07] SuperNet Training INFO: nesterov            : True
[03/25 16:43:07] SuperNet Training INFO: lr_schedule_type    : cosine
[03/25 16:43:07] SuperNet Training INFO: label_smooth        : 0.1
[03/25 16:43:07] SuperNet Training INFO: rank                : 0
[03/25 16:43:07] SuperNet Training INFO: gpu                 : 0
[03/25 16:43:07] SuperNet Training INFO: save_name           : gss-mobile0-seed-0
[03/25 16:43:07] SuperNet Training INFO: log_path            : ./SuperNet/logs/gss-mobile0-seed-0.txt
[03/25 16:43:07] SuperNet Training INFO: ckpt_path           : ./SuperNet/checkpoint/gss-mobile0-seed-0.pt
[03/25 16:43:07] SuperNet Training INFO: dist_url            : tcp://127.0.0.1:23456
[03/25 16:43:07] SuperNet Training INFO: world_size          : 8
[03/25 16:43:07] SuperNet Training INFO: distributed         : True
[03/25 16:44:16] SuperNet Training INFO: Trainset Size: 1231167
[03/25 16:44:16] SuperNet Training INFO: Validset Size:   50000
[03/25 16:44:16] SuperNet Training INFO: Compose(
    RandomResizedCrop(size=(224, 224), scale=(0.08, 1.0), ratio=(0.75, 1.3333), interpolation=bilinear)
    RandomHorizontalFlip(p=0.5)
    ToTensor()
    Normalize(mean=[0.485, 0.456, 0.406], std=[0.229, 0.224, 0.225])
)
[03/25 16:44:16] SuperNet Training INFO: --> START gss-mobile0-seed-0
[03/25 17:56:57] SuperNet Training INFO: iter:  7560/144360  CE: 6.5711  
[03/25 17:58:02] SuperNet Training INFO: iter:  7680/144360  CE: 6.5691  
[03/25 17:59:04] SuperNet Training INFO: iter:  7800/144360  CE: 6.6442  
[03/25 18:00:07] SuperNet Training INFO: iter:  7920/144360  CE: 6.5617  
[03/25 18:01:10] SuperNet Training INFO: iter:  8040/144360  CE: 6.5755  
[03/25 18:02:13] SuperNet Training INFO: iter:  8160/144360  CE: 6.6630  
[03/25 18:03:16] SuperNet Training INFO: iter:  8280/144360  CE: 6.6363  
[03/25 18:04:18] SuperNet Training INFO: iter:  8400/144360  CE: 6.4815  
[03/25 18:04:29] SuperNet Training INFO: --> epoch:   7/120  avg CE: 6.5754  lr: 0.11899529445383715  
[03/25 18:05:54] SuperNet Training INFO: iter:  8520/144360  CE: 6.5006  
[03/25 18:06:58] SuperNet Training INFO: iter:  8640/144360  CE: 6.5810  
[03/25 18:08:02] SuperNet Training INFO: iter:  8760/144360  CE: 6.5165  
[03/25 18:09:05] SuperNet Training INFO: iter:  8880/144360  CE: 6.5164  
[03/25 18:10:09] SuperNet Training INFO: iter:  9000/144360  CE: 6.4452  
[03/25 18:11:12] SuperNet Training INFO: iter:  9120/144360  CE: 6.4305  
[03/25 18:12:16] SuperNet Training INFO: iter:  9240/144360  CE: 6.4030  
[03/25 18:13:20] SuperNet Training INFO: iter:  9360/144360  CE: 6.5168  
[03/25 18:14:23] SuperNet Training INFO: iter:  9480/144360  CE: 6.4545  
[03/25 18:15:27] SuperNet Training INFO: iter:  9600/144360  CE: 6.4485  
[03/25 18:15:39] SuperNet Training INFO: --> epoch:   8/120  avg CE: 6.4984  lr: 0.11868885604402826  
[03/25 18:17:02] SuperNet Training INFO: iter:  9720/144360  CE: 6.4998  
[03/25 18:18:05] SuperNet Training INFO: iter:  9840/144360  CE: 6.4113  
[03/25 18:19:08] SuperNet Training INFO: iter:  9960/144360  CE: 6.4507  
[03/25 18:20:10] SuperNet Training INFO: iter: 10080/144360  CE: 6.4334  
[03/25 18:21:13] SuperNet Training INFO: iter: 10200/144360  CE: 6.4337  
[03/25 18:22:17] SuperNet Training INFO: iter: 10320/144360  CE: 6.3781  
[03/25 18:23:20] SuperNet Training INFO: iter: 10440/144360  CE: 6.4363  
[03/25 18:24:24] SuperNet Training INFO: iter: 10560/144360  CE: 6.4434  
[03/25 18:25:26] SuperNet Training INFO: iter: 10680/144360  CE: 6.3457  
[03/25 18:26:30] SuperNet Training INFO: iter: 10800/144360  CE: 6.4947  
[03/25 18:26:44] SuperNet Training INFO: --> epoch:   9/120  avg CE: 6.4215  lr: 0.11834219522386061  
[03/25 18:28:07] SuperNet Training INFO: iter: 10920/144360  CE: 6.1932  
[03/25 18:29:12] SuperNet Training INFO: iter: 11040/144360  CE: 6.2011  
[03/25 18:30:16] SuperNet Training INFO: iter: 11160/144360  CE: 6.4291  
[03/25 18:31:22] SuperNet Training INFO: iter: 11280/144360  CE: 6.3103  
[03/25 18:32:26] SuperNet Training INFO: iter: 11400/144360  CE: 6.6086  
[03/25 18:33:31] SuperNet Training INFO: iter: 11520/144360  CE: 6.3609  
[03/25 18:34:36] SuperNet Training INFO: iter: 11640/144360  CE: 6.3654  
[03/25 18:35:41] SuperNet Training INFO: iter: 11760/144360  CE: 6.3376  
[03/25 18:36:46] SuperNet Training INFO: iter: 11880/144360  CE: 6.2186  
[03/25 18:37:51] SuperNet Training INFO: iter: 12000/144360  CE: 6.2060  
[03/25 18:38:07] SuperNet Training INFO: --> epoch:  10/120  avg CE: 6.3440  lr: 0.1179555495773443  
[03/25 18:39:26] SuperNet Training INFO: iter: 12120/144360  CE: 6.3773  
[03/25 18:40:27] SuperNet Training INFO: iter: 12240/144360  CE: 6.2521  
[03/25 18:41:29] SuperNet Training INFO: iter: 12360/144360  CE: 6.2401  
[03/25 18:42:31] SuperNet Training INFO: iter: 12480/144360  CE: 6.3749  
[03/25 18:43:34] SuperNet Training INFO: iter: 12600/144360  CE: 6.2000  
[03/25 18:44:35] SuperNet Training INFO: iter: 12720/144360  CE: 6.2805  
[03/25 18:45:37] SuperNet Training INFO: iter: 12840/144360  CE: 6.1572  
[03/25 18:46:39] SuperNet Training INFO: iter: 12960/144360  CE: 6.1544  
[03/25 18:47:41] SuperNet Training INFO: iter: 13080/144360  CE: 6.1106  
[03/25 18:48:44] SuperNet Training INFO: iter: 13200/144360  CE: 6.3377  
[03/25 18:49:00] SuperNet Training INFO: --> epoch:  11/120  avg CE: 6.2611  lr: 0.11752918409209158  
[03/25 18:50:19] SuperNet Training INFO: iter: 13320/144360  CE: 6.2111  
[03/25 18:51:22] SuperNet Training INFO: iter: 13440/144360  CE: 5.9917  
[03/25 18:52:25] SuperNet Training INFO: iter: 13560/144360  CE: 6.1886  
[03/25 18:53:29] SuperNet Training INFO: iter: 13680/144360  CE: 6.1561  
[03/25 18:54:32] SuperNet Training INFO: iter: 13800/144360  CE: 6.0036  
[03/25 18:55:36] SuperNet Training INFO: iter: 13920/144360  CE: 6.0869  
[03/25 18:56:39] SuperNet Training INFO: iter: 14040/144360  CE: 6.1354  
[03/25 18:57:43] SuperNet Training INFO: iter: 14160/144360  CE: 6.2005  
[03/25 18:58:46] SuperNet Training INFO: iter: 14280/144360  CE: 6.0641  
[03/25 18:59:49] SuperNet Training INFO: iter: 14400/144360  CE: 5.9950  
[03/25 19:00:07] SuperNet Training INFO: --> epoch:  12/120  avg CE: 6.1768  lr: 0.11706339097770935  
[03/25 19:01:25] SuperNet Training INFO: iter: 14520/144360  CE: 6.0472  
[03/25 19:02:28] SuperNet Training INFO: iter: 14640/144360  CE: 6.1711  
[03/25 19:03:32] SuperNet Training INFO: iter: 14760/144360  CE: 6.0402  
[03/25 19:04:35] SuperNet Training INFO: iter: 14880/144360  CE: 6.0606  
[03/25 19:05:39] SuperNet Training INFO: iter: 15000/144360  CE: 6.0218  
[03/25 19:06:42] SuperNet Training INFO: iter: 15120/144360  CE: 6.0702  
[03/25 19:07:46] SuperNet Training INFO: iter: 15240/144360  CE: 6.0607  
[03/25 19:08:50] SuperNet Training INFO: iter: 15360/144360  CE: 6.2222  
[03/25 19:09:53] SuperNet Training INFO: iter: 15480/144360  CE: 5.8982  
[03/25 19:10:57] SuperNet Training INFO: iter: 15600/144360  CE: 6.1187  
[03/25 19:11:17] SuperNet Training INFO: --> epoch:  13/120  avg CE: 6.0986  lr: 0.11655848946553125  
[03/25 19:12:32] SuperNet Training INFO: iter: 15720/144360  CE: 6.1250  
[03/25 19:13:35] SuperNet Training INFO: iter: 15840/144360  CE: 5.8803  
[03/25 19:14:38] SuperNet Training INFO: iter: 15960/144360  CE: 5.9116  
[03/25 19:15:41] SuperNet Training INFO: iter: 16080/144360  CE: 5.9868  
[03/25 19:16:44] SuperNet Training INFO: iter: 16200/144360  CE: 6.1712  
[03/25 19:17:48] SuperNet Training INFO: iter: 16320/144360  CE: 5.9981  
[03/25 19:18:50] SuperNet Training INFO: iter: 16440/144360  CE: 6.1547  
[03/25 19:19:53] SuperNet Training INFO: iter: 16560/144360  CE: 5.9135  
[03/25 19:20:56] SuperNet Training INFO: iter: 16680/144360  CE: 6.0185  
[03/25 19:22:00] SuperNet Training INFO: iter: 16800/144360  CE: 6.1931  
[03/25 19:22:21] SuperNet Training INFO: --> epoch:  14/120  avg CE: 6.0154  lr: 0.11601482558983225  
[03/25 19:23:35] SuperNet Training INFO: iter: 16920/144360  CE: 5.9436  
[03/25 19:24:39] SuperNet Training INFO: iter: 17040/144360  CE: 6.1461  
[03/25 19:25:43] SuperNet Training INFO: iter: 17160/144360  CE: 5.7532  
[03/25 19:26:48] SuperNet Training INFO: iter: 17280/144360  CE: 5.6022  
[03/25 19:27:53] SuperNet Training INFO: iter: 17400/144360  CE: 6.1244  
[03/25 19:28:57] SuperNet Training INFO: iter: 17520/144360  CE: 5.8335  
[03/25 19:30:05] SuperNet Training INFO: iter: 17640/144360  CE: 6.0068  
[03/25 19:31:10] SuperNet Training INFO: iter: 17760/144360  CE: 6.0038  
[03/25 19:32:15] SuperNet Training INFO: iter: 17880/144360  CE: 5.8834  
[03/25 19:33:19] SuperNet Training INFO: iter: 18000/144360  CE: 5.7670  
[03/25 19:33:43] SuperNet Training INFO: --> epoch:  15/120  avg CE: 5.9446  lr: 0.11543277195067722  
[03/25 19:34:55] SuperNet Training INFO: iter: 18120/144360  CE: 5.8100  
[03/25 19:36:00] SuperNet Training INFO: iter: 18240/144360  CE: 6.1515  
[03/25 19:37:03] SuperNet Training INFO: iter: 18360/144360  CE: 5.9358  
[03/25 19:38:07] SuperNet Training INFO: iter: 18480/144360  CE: 6.0290  
[03/25 19:39:11] SuperNet Training INFO: iter: 18600/144360  CE: 5.9401  
[03/25 19:40:14] SuperNet Training INFO: iter: 18720/144360  CE: 5.7399  
[03/25 19:41:18] SuperNet Training INFO: iter: 18840/144360  CE: 5.9267  
[03/25 19:42:22] SuperNet Training INFO: iter: 18960/144360  CE: 5.7945  
[03/25 19:43:24] SuperNet Training INFO: iter: 19080/144360  CE: 6.0139  
[03/25 19:44:28] SuperNet Training INFO: iter: 19200/144360  CE: 5.8478  
[03/25 19:44:52] SuperNet Training INFO: --> epoch:  16/120  avg CE: 5.8622  lr: 0.1148127274585561  
[03/25 19:46:05] SuperNet Training INFO: iter: 19320/144360  CE: 5.8934  
[03/25 19:47:12] SuperNet Training INFO: iter: 19440/144360  CE: 5.7128  
[03/25 19:48:18] SuperNet Training INFO: iter: 19560/144360  CE: 6.0439  
[03/25 19:49:23] SuperNet Training INFO: iter: 19680/144360  CE: 5.8684  
[03/25 19:50:29] SuperNet Training INFO: iter: 19800/144360  CE: 5.6524  
[03/25 19:51:35] SuperNet Training INFO: iter: 19920/144360  CE: 5.7627  
[03/25 19:52:40] SuperNet Training INFO: iter: 20040/144360  CE: 5.7261  
[03/25 19:53:45] SuperNet Training INFO: iter: 20160/144360  CE: 5.7589  
[03/25 19:54:49] SuperNet Training INFO: iter: 20280/144360  CE: 5.7082  
[03/25 19:55:53] SuperNet Training INFO: iter: 20400/144360  CE: 5.8076  
[03/25 19:56:20] SuperNet Training INFO: --> epoch:  17/120  avg CE: 5.7860  lr: 0.11415511706099139  
[03/25 19:57:28] SuperNet Training INFO: iter: 20520/144360  CE: 5.7900  
[03/25 19:58:29] SuperNet Training INFO: iter: 20640/144360  CE: 5.6864  
[03/25 19:59:32] SuperNet Training INFO: iter: 20760/144360  CE: 5.7596  
[03/25 20:00:33] SuperNet Training INFO: iter: 20880/144360  CE: 5.8856  
[03/25 20:01:35] SuperNet Training INFO: iter: 21000/144360  CE: 5.6967  
[03/25 20:02:38] SuperNet Training INFO: iter: 21120/144360  CE: 5.6973  
[03/25 20:03:40] SuperNet Training INFO: iter: 21240/144360  CE: 5.8660  
[03/25 20:04:42] SuperNet Training INFO: iter: 21360/144360  CE: 5.6378  
[03/25 20:05:44] SuperNet Training INFO: iter: 21480/144360  CE: 5.6634  
[03/25 20:06:46] SuperNet Training INFO: iter: 21600/144360  CE: 5.5317  
[03/25 20:07:14] SuperNet Training INFO: --> epoch:  18/120  avg CE: 5.7129  lr: 0.11346039145130195  
[03/25 20:08:21] SuperNet Training INFO: iter: 21720/144360  CE: 5.5897  
[03/25 20:09:23] SuperNet Training INFO: iter: 21840/144360  CE: 5.9684  
[03/25 20:10:24] SuperNet Training INFO: iter: 21960/144360  CE: 5.6500  
[03/25 20:11:27] SuperNet Training INFO: iter: 22080/144360  CE: 5.5764  
[03/25 20:12:29] SuperNet Training INFO: iter: 22200/144360  CE: 5.5872  
[03/25 20:13:32] SuperNet Training INFO: iter: 22320/144360  CE: 5.4397  
[03/25 20:14:34] SuperNet Training INFO: iter: 22440/144360  CE: 5.7209  
[03/25 20:15:35] SuperNet Training INFO: iter: 22560/144360  CE: 5.7299  
[03/25 20:16:37] SuperNet Training INFO: iter: 22680/144360  CE: 5.5032  
[03/25 20:17:40] SuperNet Training INFO: iter: 22800/144360  CE: 5.4970  
[03/25 20:18:09] SuperNet Training INFO: --> epoch:  19/120  avg CE: 5.6354  lr: 0.11272902675971772  
[03/25 20:19:15] SuperNet Training INFO: iter: 22920/144360  CE: 5.4529  
[03/25 20:20:19] SuperNet Training INFO: iter: 23040/144360  CE: 5.5314  
[03/25 20:21:24] SuperNet Training INFO: iter: 23160/144360  CE: 5.5454  
[03/25 20:22:29] SuperNet Training INFO: iter: 23280/144360  CE: 5.7210  
[03/25 20:23:33] SuperNet Training INFO: iter: 23400/144360  CE: 5.5797  
[03/25 20:24:37] SuperNet Training INFO: iter: 23520/144360  CE: 5.8325  
[03/25 20:25:42] SuperNet Training INFO: iter: 23640/144360  CE: 5.9525  
[03/25 20:26:46] SuperNet Training INFO: iter: 23760/144360  CE: 5.6668  
[03/25 20:27:49] SuperNet Training INFO: iter: 23880/144360  CE: 5.8239  
[03/25 20:28:53] SuperNet Training INFO: iter: 24000/144360  CE: 5.7190  
[03/25 20:29:24] SuperNet Training INFO: --> epoch:  20/120  avg CE: 5.5630  lr: 0.11196152422706572  
[03/25 20:30:28] SuperNet Training INFO: iter: 24120/144360  CE: 5.5370  
[03/25 20:31:32] SuperNet Training INFO: iter: 24240/144360  CE: 5.8161  
[03/25 20:32:36] SuperNet Training INFO: iter: 24360/144360  CE: 5.5803  
[03/25 20:33:39] SuperNet Training INFO: iter: 24480/144360  CE: 5.3355  
[03/25 20:34:43] SuperNet Training INFO: iter: 24600/144360  CE: 5.5974  
[03/25 20:35:47] SuperNet Training INFO: iter: 24720/144360  CE: 5.2760  
[03/25 20:36:51] SuperNet Training INFO: iter: 24840/144360  CE: 5.4222  
[03/25 20:37:54] SuperNet Training INFO: iter: 24960/144360  CE: 5.4548  
[03/25 20:38:57] SuperNet Training INFO: iter: 25080/144360  CE: 5.4168  
[03/25 20:40:01] SuperNet Training INFO: iter: 25200/144360  CE: 5.3084  
[03/25 20:40:34] SuperNet Training INFO: --> epoch:  21/120  avg CE: 5.4886  lr: 0.11115840986124514  
[03/25 20:41:36] SuperNet Training INFO: iter: 25320/144360  CE: 5.5157  
[03/25 20:42:39] SuperNet Training INFO: iter: 25440/144360  CE: 5.4922  
[03/25 20:43:41] SuperNet Training INFO: iter: 25560/144360  CE: 5.6859  
[03/25 20:44:43] SuperNet Training INFO: iter: 25680/144360  CE: 5.3452  
[03/25 20:45:46] SuperNet Training INFO: iter: 25800/144360  CE: 5.4373  
[03/25 20:46:49] SuperNet Training INFO: iter: 25920/144360  CE: 5.4809  
[03/25 20:47:51] SuperNet Training INFO: iter: 26040/144360  CE: 5.5380  
[03/25 20:48:54] SuperNet Training INFO: iter: 26160/144360  CE: 5.5385  
[03/25 20:49:56] SuperNet Training INFO: iter: 26280/144360  CE: 5.7516  
[03/25 20:50:59] SuperNet Training INFO: iter: 26400/144360  CE: 5.0905  
[03/25 20:51:32] SuperNet Training INFO: --> epoch:  22/120  avg CE: 5.4146  lr: 0.11032023407672516  
[03/25 20:52:34] SuperNet Training INFO: iter: 26520/144360  CE: 5.2919  
[03/25 20:53:39] SuperNet Training INFO: iter: 26640/144360  CE: 5.4060  
[03/25 20:54:43] SuperNet Training INFO: iter: 26760/144360  CE: 5.3773  
[03/25 20:55:47] SuperNet Training INFO: iter: 26880/144360  CE: 5.3413  
[03/25 20:56:51] SuperNet Training INFO: iter: 27000/144360  CE: 5.0742  
[03/25 20:57:55] SuperNet Training INFO: iter: 27120/144360  CE: 5.3706  
[03/25 20:58:59] SuperNet Training INFO: iter: 27240/144360  CE: 5.2414  
[03/25 21:00:03] SuperNet Training INFO: iter: 27360/144360  CE: 5.2090  
[03/25 21:01:07] SuperNet Training INFO: iter: 27480/144360  CE: 5.2401  
[03/25 21:02:11] SuperNet Training INFO: iter: 27600/144360  CE: 5.3705  
[03/25 21:02:47] SuperNet Training INFO: --> epoch:  23/120  avg CE: 5.3405  lr: 0.10944757131732062  
[03/25 21:03:47] SuperNet Training INFO: iter: 27720/144360  CE: 5.5126  
[03/25 21:04:52] SuperNet Training INFO: iter: 27840/144360  CE: 5.2330  
[03/25 21:05:57] SuperNet Training INFO: iter: 27960/144360  CE: 5.2663  
[03/25 21:07:03] SuperNet Training INFO: iter: 28080/144360  CE: 5.1911  
[03/25 21:08:07] SuperNet Training INFO: iter: 28200/144360  CE: 5.6092  
[03/25 21:09:11] SuperNet Training INFO: iter: 28320/144360  CE: 4.9856  
[03/25 21:10:15] SuperNet Training INFO: iter: 28440/144360  CE: 5.3962  
[03/25 21:11:19] SuperNet Training INFO: iter: 28560/144360  CE: 5.1533  
[03/25 21:12:22] SuperNet Training INFO: iter: 28680/144360  CE: 5.1481  
[03/25 21:13:26] SuperNet Training INFO: iter: 28800/144360  CE: 5.1424  
[03/25 21:14:02] SuperNet Training INFO: --> epoch:  24/120  avg CE: 5.2756  lr: 0.10854101966249682  
[03/25 21:15:01] SuperNet Training INFO: iter: 28920/144360  CE: 5.3806  
[03/25 21:16:06] SuperNet Training INFO: iter: 29040/144360  CE: 5.0465  
[03/25 21:17:11] SuperNet Training INFO: iter: 29160/144360  CE: 5.2407  
[03/25 21:18:16] SuperNet Training INFO: iter: 29280/144360  CE: 5.2532  
