[03/03 12:48:21] SuperNet Training INFO: tag                 : baseline0
[03/03 12:48:21] SuperNet Training INFO: seed                : 0
[03/03 12:48:21] SuperNet Training INFO: data_path           : ../../data/imagenet
[03/03 12:48:21] SuperNet Training INFO: save_path           : ./SuperNet
[03/03 12:48:21] SuperNet Training INFO: search_space        : proxyless
[03/03 12:48:21] SuperNet Training INFO: valid_size          : 50000
[03/03 12:48:21] SuperNet Training INFO: num_gpus            : 8
[03/03 12:48:21] SuperNet Training INFO: workers             : 3
[03/03 12:48:21] SuperNet Training INFO: interval_ep_eval    : 8
[03/03 12:48:21] SuperNet Training INFO: train_batch_size    : 1024
[03/03 12:48:21] SuperNet Training INFO: test_batch_size     : 256
[03/03 12:48:21] SuperNet Training INFO: max_epoch           : 120
[03/03 12:48:21] SuperNet Training INFO: learning_rate       : 0.12
[03/03 12:48:21] SuperNet Training INFO: momentum            : 0.9
[03/03 12:48:21] SuperNet Training INFO: weight_decay        : 4e-05
[03/03 12:48:21] SuperNet Training INFO: nesterov            : True
[03/03 12:48:21] SuperNet Training INFO: lr_schedule_type    : cosine
[03/03 12:48:21] SuperNet Training INFO: label_smooth        : 0.1
[03/03 12:48:21] SuperNet Training INFO: rank                : 0
[03/03 12:48:21] SuperNet Training INFO: gpu                 : 0
[03/03 12:48:21] SuperNet Training INFO: save_name           : baseline0-seed-0
[03/03 12:48:21] SuperNet Training INFO: log_path            : ./SuperNet/logs/baseline0-seed-0.txt
[03/03 12:48:21] SuperNet Training INFO: ckpt_path           : ./SuperNet/checkpoint/baseline0-seed-0.pt
[03/03 12:48:21] SuperNet Training INFO: dist_url            : tcp://127.0.0.1:23456
[03/03 12:48:21] SuperNet Training INFO: world_size          : 8
[03/03 12:48:21] SuperNet Training INFO: distributed         : True
[03/03 12:48:47] SuperNet Training INFO: Trainset Size: 1231167
[03/03 12:48:47] SuperNet Training INFO: Validset Size:   50000
[03/03 12:48:47] SuperNet Training INFO: Compose(
    RandomResizedCrop(size=(224, 224), scale=(0.08, 1.0), ratio=(0.75, 1.3333), interpolation=bilinear)
    RandomHorizontalFlip(p=0.5)
    ToTensor()
    Normalize(mean=[0.485, 0.456, 0.406], std=[0.229, 0.224, 0.225])
)
[03/03 12:48:47] SuperNet Training INFO: --> START baseline0-seed-0
[03/03 13:51:08] SuperNet Training INFO: --> epoch:   7/120  avg CE: 5.9127  lr: 0.11899529445383715  
[03/03 13:52:11] SuperNet Training INFO: iter:  8520/144360  CE: 5.9302  
[03/03 13:53:04] SuperNet Training INFO: iter:  8640/144360  CE: 5.7596  
[03/03 13:53:55] SuperNet Training INFO: iter:  8760/144360  CE: 5.7739  
[03/03 13:54:48] SuperNet Training INFO: iter:  8880/144360  CE: 5.8375  
[03/03 13:55:39] SuperNet Training INFO: iter:  9000/144360  CE: 5.6902  
[03/03 13:56:30] SuperNet Training INFO: iter:  9120/144360  CE: 5.5295  
[03/03 13:57:21] SuperNet Training INFO: iter:  9240/144360  CE: 5.5339  
[03/03 13:58:12] SuperNet Training INFO: iter:  9360/144360  CE: 5.8893  
[03/03 13:59:03] SuperNet Training INFO: iter:  9480/144360  CE: 5.7650  
[03/03 13:59:54] SuperNet Training INFO: iter:  9600/144360  CE: 5.7795  
[03/03 14:00:04] SuperNet Training INFO: --> epoch:   8/120  avg CE: 5.7811  lr: 0.11868885604402826  
[03/03 14:01:06] SuperNet Training INFO: iter:  9720/144360  CE: 5.6452  
[03/03 14:01:57] SuperNet Training INFO: iter:  9840/144360  CE: 5.8310  
[03/03 14:02:49] SuperNet Training INFO: iter:  9960/144360  CE: 5.5724  
[03/03 14:03:40] SuperNet Training INFO: iter: 10080/144360  CE: 5.6202  
[03/03 14:04:31] SuperNet Training INFO: iter: 10200/144360  CE: 5.6484  
[03/03 14:05:22] SuperNet Training INFO: iter: 10320/144360  CE: 5.6084  
[03/03 14:06:14] SuperNet Training INFO: iter: 10440/144360  CE: 5.7337  
[03/03 14:07:06] SuperNet Training INFO: iter: 10560/144360  CE: 5.6021  
[03/03 14:07:57] SuperNet Training INFO: iter: 10680/144360  CE: 5.7894  
[03/03 14:08:48] SuperNet Training INFO: iter: 10800/144360  CE: 5.4886  
[03/03 14:08:59] SuperNet Training INFO: --> epoch:   9/120  avg CE: 5.6717  lr: 0.11834219522386061  
[03/03 14:09:59] SuperNet Training INFO: iter: 10920/144360  CE: 5.5608  
[03/03 14:10:50] SuperNet Training INFO: iter: 11040/144360  CE: 5.4220  
[03/03 14:11:41] SuperNet Training INFO: iter: 11160/144360  CE: 5.4431  
[03/03 14:12:32] SuperNet Training INFO: iter: 11280/144360  CE: 5.6303  
[03/03 14:13:24] SuperNet Training INFO: iter: 11400/144360  CE: 5.4034  
[03/03 14:14:15] SuperNet Training INFO: iter: 11520/144360  CE: 5.7109  
[03/03 14:15:06] SuperNet Training INFO: iter: 11640/144360  CE: 5.5271  
[03/03 14:15:57] SuperNet Training INFO: iter: 11760/144360  CE: 5.5072  
[03/03 14:16:49] SuperNet Training INFO: iter: 11880/144360  CE: 5.3476  
[03/03 14:17:41] SuperNet Training INFO: iter: 12000/144360  CE: 5.5349  
[03/03 14:17:53] SuperNet Training INFO: --> epoch:  10/120  avg CE: 5.5523  lr: 0.1179555495773443  
[03/03 14:18:52] SuperNet Training INFO: iter: 12120/144360  CE: 5.5141  
[03/03 14:19:43] SuperNet Training INFO: iter: 12240/144360  CE: 5.2721  
[03/03 14:20:35] SuperNet Training INFO: iter: 12360/144360  CE: 5.3025  
[03/03 14:21:27] SuperNet Training INFO: iter: 12480/144360  CE: 5.6011  
[03/03 14:22:19] SuperNet Training INFO: iter: 12600/144360  CE: 5.2790  
[03/03 14:23:09] SuperNet Training INFO: iter: 12720/144360  CE: 5.7264  
[03/03 14:23:59] SuperNet Training INFO: iter: 12840/144360  CE: 5.4430  
[03/03 14:24:50] SuperNet Training INFO: iter: 12960/144360  CE: 5.2316  
[03/03 14:25:40] SuperNet Training INFO: iter: 13080/144360  CE: 5.2621  
[03/03 14:26:30] SuperNet Training INFO: iter: 13200/144360  CE: 5.3235  
[03/03 14:26:44] SuperNet Training INFO: --> epoch:  11/120  avg CE: 5.4376  lr: 0.11752918409209158  
[03/03 14:27:41] SuperNet Training INFO: iter: 13320/144360  CE: 5.0990  
[03/03 14:28:31] SuperNet Training INFO: iter: 13440/144360  CE: 5.2643  
[03/03 14:29:22] SuperNet Training INFO: iter: 13560/144360  CE: 5.3934  
[03/03 14:30:14] SuperNet Training INFO: iter: 13680/144360  CE: 5.3786  
[03/03 14:31:05] SuperNet Training INFO: iter: 13800/144360  CE: 5.3239  
[03/03 14:31:56] SuperNet Training INFO: iter: 13920/144360  CE: 5.3393  
[03/03 14:32:47] SuperNet Training INFO: iter: 14040/144360  CE: 5.3870  
[03/03 14:33:37] SuperNet Training INFO: iter: 14160/144360  CE: 5.4685  
[03/03 14:34:28] SuperNet Training INFO: iter: 14280/144360  CE: 5.1125  
[03/03 14:35:20] SuperNet Training INFO: iter: 14400/144360  CE: 5.2925  
[03/03 14:35:35] SuperNet Training INFO: --> epoch:  12/120  avg CE: 5.3120  lr: 0.11706339097770935  
[03/03 14:36:31] SuperNet Training INFO: iter: 14520/144360  CE: 4.9818  
[03/03 14:37:22] SuperNet Training INFO: iter: 14640/144360  CE: 5.2365  
[03/03 14:38:13] SuperNet Training INFO: iter: 14760/144360  CE: 5.1573  
[03/03 14:39:04] SuperNet Training INFO: iter: 14880/144360  CE: 5.1511  
[03/03 14:39:55] SuperNet Training INFO: iter: 15000/144360  CE: 5.2726  
[03/03 14:40:46] SuperNet Training INFO: iter: 15120/144360  CE: 5.0528  
[03/03 14:41:37] SuperNet Training INFO: iter: 15240/144360  CE: 5.1492  
[03/03 14:42:28] SuperNet Training INFO: iter: 15360/144360  CE: 5.0857  
[03/03 14:43:19] SuperNet Training INFO: iter: 15480/144360  CE: 5.1083  
[03/03 14:44:10] SuperNet Training INFO: iter: 15600/144360  CE: 4.9677  
[03/03 14:44:26] SuperNet Training INFO: --> epoch:  13/120  avg CE: 5.2047  lr: 0.11655848946553125  
[03/03 14:45:21] SuperNet Training INFO: iter: 15720/144360  CE: 5.1999  
[03/03 14:46:12] SuperNet Training INFO: iter: 15840/144360  CE: 4.8126  
[03/03 14:47:03] SuperNet Training INFO: iter: 15960/144360  CE: 4.9709  
[03/03 14:47:54] SuperNet Training INFO: iter: 16080/144360  CE: 5.1704  
[03/03 14:48:45] SuperNet Training INFO: iter: 16200/144360  CE: 5.0529  
[03/03 14:49:37] SuperNet Training INFO: iter: 16320/144360  CE: 4.9485  
[03/03 14:50:27] SuperNet Training INFO: iter: 16440/144360  CE: 5.0905  
[03/03 14:51:18] SuperNet Training INFO: iter: 16560/144360  CE: 5.3419  
[03/03 14:52:09] SuperNet Training INFO: iter: 16680/144360  CE: 5.1390  
[03/03 14:53:00] SuperNet Training INFO: iter: 16800/144360  CE: 4.9833  
[03/03 14:53:17] SuperNet Training INFO: --> epoch:  14/120  avg CE: 5.1018  lr: 0.11601482558983225  
[03/03 14:54:11] SuperNet Training INFO: iter: 16920/144360  CE: 5.2197  
[03/03 14:55:02] SuperNet Training INFO: iter: 17040/144360  CE: 5.0422  
[03/03 14:55:54] SuperNet Training INFO: iter: 17160/144360  CE: 5.0239  
[03/03 14:56:46] SuperNet Training INFO: iter: 17280/144360  CE: 4.8094  
[03/03 14:57:36] SuperNet Training INFO: iter: 17400/144360  CE: 5.2858  
[03/03 14:58:28] SuperNet Training INFO: iter: 17520/144360  CE: 4.9171  
[03/03 14:59:19] SuperNet Training INFO: iter: 17640/144360  CE: 4.8020  
[03/03 15:00:11] SuperNet Training INFO: iter: 17760/144360  CE: 4.8182  
[03/03 15:01:03] SuperNet Training INFO: iter: 17880/144360  CE: 4.8291  
[03/03 15:01:54] SuperNet Training INFO: iter: 18000/144360  CE: 5.0741  
[03/03 15:02:13] SuperNet Training INFO: --> epoch:  15/120  avg CE: 5.0217  lr: 0.11543277195067722  
[03/03 15:03:06] SuperNet Training INFO: iter: 18120/144360  CE: 4.7241  
[03/03 15:03:57] SuperNet Training INFO: iter: 18240/144360  CE: 4.7206  
[03/03 15:04:50] SuperNet Training INFO: iter: 18360/144360  CE: 5.0222  
[03/03 15:05:41] SuperNet Training INFO: iter: 18480/144360  CE: 4.7258  
[03/03 15:06:32] SuperNet Training INFO: iter: 18600/144360  CE: 5.0673  
[03/03 15:07:24] SuperNet Training INFO: iter: 18720/144360  CE: 4.8342  
[03/03 15:08:14] SuperNet Training INFO: iter: 18840/144360  CE: 4.8382  
[03/03 15:09:06] SuperNet Training INFO: iter: 18960/144360  CE: 4.6534  
[03/03 15:09:57] SuperNet Training INFO: iter: 19080/144360  CE: 5.0613  
[03/03 15:10:47] SuperNet Training INFO: iter: 19200/144360  CE: 4.7387  
[03/03 15:11:07] SuperNet Training INFO: --> epoch:  16/120  avg CE: 4.9373  lr: 0.1148127274585561  
[03/03 15:11:59] SuperNet Training INFO: iter: 19320/144360  CE: 4.9807  
[03/03 15:12:50] SuperNet Training INFO: iter: 19440/144360  CE: 4.6954  
[03/03 15:13:41] SuperNet Training INFO: iter: 19560/144360  CE: 5.0126  
[03/03 15:14:33] SuperNet Training INFO: iter: 19680/144360  CE: 5.0796  
[03/03 15:15:24] SuperNet Training INFO: iter: 19800/144360  CE: 4.4408  
[03/03 15:16:15] SuperNet Training INFO: iter: 19920/144360  CE: 4.6330  
[03/03 15:17:06] SuperNet Training INFO: iter: 20040/144360  CE: 4.9014  
[03/03 15:17:57] SuperNet Training INFO: iter: 20160/144360  CE: 4.9220  
[03/03 15:18:48] SuperNet Training INFO: iter: 20280/144360  CE: 4.9159  
[03/03 15:19:38] SuperNet Training INFO: iter: 20400/144360  CE: 4.7501  
[03/03 15:20:00] SuperNet Training INFO: --> epoch:  17/120  avg CE: 4.8590  lr: 0.11415511706099139  
[03/03 15:20:50] SuperNet Training INFO: iter: 20520/144360  CE: 5.0776  
[03/03 15:21:40] SuperNet Training INFO: iter: 20640/144360  CE: 4.8191  
[03/03 15:22:31] SuperNet Training INFO: iter: 20760/144360  CE: 4.7014  
[03/03 15:23:21] SuperNet Training INFO: iter: 20880/144360  CE: 5.1683  
[03/03 15:24:12] SuperNet Training INFO: iter: 21000/144360  CE: 4.6795  
[03/03 15:25:04] SuperNet Training INFO: iter: 21120/144360  CE: 5.0137  
[03/03 15:25:55] SuperNet Training INFO: iter: 21240/144360  CE: 4.9590  
[03/03 15:26:46] SuperNet Training INFO: iter: 21360/144360  CE: 4.6723  
[03/03 15:27:38] SuperNet Training INFO: iter: 21480/144360  CE: 4.7378  
[03/03 15:28:29] SuperNet Training INFO: iter: 21600/144360  CE: 4.7318  
[03/03 15:28:52] SuperNet Training INFO: --> epoch:  18/120  avg CE: 4.7866  lr: 0.11346039145130195  
[03/03 15:29:41] SuperNet Training INFO: iter: 21720/144360  CE: 4.6616  
[03/03 15:30:33] SuperNet Training INFO: iter: 21840/144360  CE: 4.8534  
[03/03 15:31:24] SuperNet Training INFO: iter: 21960/144360  CE: 4.6547  
[03/03 15:32:15] SuperNet Training INFO: iter: 22080/144360  CE: 4.3837  
[03/03 15:33:05] SuperNet Training INFO: iter: 22200/144360  CE: 4.8359  
[03/03 15:33:56] SuperNet Training INFO: iter: 22320/144360  CE: 4.7995  
[03/03 15:34:48] SuperNet Training INFO: iter: 22440/144360  CE: 4.7916  
[03/03 15:35:39] SuperNet Training INFO: iter: 22560/144360  CE: 4.7990  
[03/03 15:36:30] SuperNet Training INFO: iter: 22680/144360  CE: 4.7967  
[03/03 15:37:22] SuperNet Training INFO: iter: 22800/144360  CE: 4.6278  
[03/03 15:37:47] SuperNet Training INFO: --> epoch:  19/120  avg CE: 4.7226  lr: 0.11272902675971772  
[03/03 15:38:34] SuperNet Training INFO: iter: 22920/144360  CE: 4.6722  
[03/03 15:39:26] SuperNet Training INFO: iter: 23040/144360  CE: 4.3401  
[03/03 15:40:16] SuperNet Training INFO: iter: 23160/144360  CE: 4.6852  
[03/03 15:41:07] SuperNet Training INFO: iter: 23280/144360  CE: 5.0797  
[03/03 15:41:58] SuperNet Training INFO: iter: 23400/144360  CE: 4.7184  
[03/03 15:42:49] SuperNet Training INFO: iter: 23520/144360  CE: 4.6234  
[03/03 15:43:40] SuperNet Training INFO: iter: 23640/144360  CE: 4.7157  
[03/03 15:44:31] SuperNet Training INFO: iter: 23760/144360  CE: 4.7228  
[03/03 15:45:22] SuperNet Training INFO: iter: 23880/144360  CE: 4.6908  
[03/03 15:46:12] SuperNet Training INFO: iter: 24000/144360  CE: 4.7862  
[03/03 15:46:38] SuperNet Training INFO: --> epoch:  20/120  avg CE: 4.6504  lr: 0.11196152422706572  
[03/03 15:47:24] SuperNet Training INFO: iter: 24120/144360  CE: 4.5903  
[03/03 15:48:14] SuperNet Training INFO: iter: 24240/144360  CE: 4.9711  
[03/03 15:49:07] SuperNet Training INFO: iter: 24360/144360  CE: 4.6738  
[03/03 15:49:58] SuperNet Training INFO: iter: 24480/144360  CE: 4.1556  
[03/03 15:50:50] SuperNet Training INFO: iter: 24600/144360  CE: 4.7621  
[03/03 15:51:41] SuperNet Training INFO: iter: 24720/144360  CE: 4.2131  
[03/03 15:52:32] SuperNet Training INFO: iter: 24840/144360  CE: 4.6576  
[03/03 15:53:23] SuperNet Training INFO: iter: 24960/144360  CE: 4.4817  
[03/03 15:54:15] SuperNet Training INFO: iter: 25080/144360  CE: 4.6021  
[03/03 15:55:06] SuperNet Training INFO: iter: 25200/144360  CE: 4.4081  
[03/03 15:55:33] SuperNet Training INFO: --> epoch:  21/120  avg CE: 4.5823  lr: 0.11115840986124514  
[03/03 15:56:18] SuperNet Training INFO: iter: 25320/144360  CE: 4.6145  
[03/03 15:57:09] SuperNet Training INFO: iter: 25440/144360  CE: 4.7203  
[03/03 15:58:00] SuperNet Training INFO: iter: 25560/144360  CE: 4.7841  
[03/03 15:58:52] SuperNet Training INFO: iter: 25680/144360  CE: 4.3013  
[03/03 15:59:43] SuperNet Training INFO: iter: 25800/144360  CE: 4.4048  
[03/03 16:00:35] SuperNet Training INFO: iter: 25920/144360  CE: 4.7218  
[03/03 16:01:26] SuperNet Training INFO: iter: 26040/144360  CE: 4.5365  
[03/03 16:02:18] SuperNet Training INFO: iter: 26160/144360  CE: 4.6352  
[03/03 16:03:09] SuperNet Training INFO: iter: 26280/144360  CE: 4.8663  
[03/03 16:04:00] SuperNet Training INFO: iter: 26400/144360  CE: 4.1910  
[03/03 16:04:29] SuperNet Training INFO: --> epoch:  22/120  avg CE: 4.5403  lr: 0.11032023407672516  
[03/03 16:05:13] SuperNet Training INFO: iter: 26520/144360  CE: 4.2460  
[03/03 16:06:05] SuperNet Training INFO: iter: 26640/144360  CE: 4.6844  
[03/03 16:06:57] SuperNet Training INFO: iter: 26760/144360  CE: 4.6088  
[03/03 16:07:47] SuperNet Training INFO: iter: 26880/144360  CE: 4.5273  
[03/03 16:08:38] SuperNet Training INFO: iter: 27000/144360  CE: 4.4957  
[03/03 16:09:30] SuperNet Training INFO: iter: 27120/144360  CE: 4.4159  
[03/03 16:10:21] SuperNet Training INFO: iter: 27240/144360  CE: 4.2660  
[03/03 16:11:11] SuperNet Training INFO: iter: 27360/144360  CE: 4.4282  
[03/03 16:12:02] SuperNet Training INFO: iter: 27480/144360  CE: 4.5509  
[03/03 16:12:53] SuperNet Training INFO: iter: 27600/144360  CE: 4.5347  
[03/03 16:13:22] SuperNet Training INFO: --> epoch:  23/120  avg CE: 4.4764  lr: 0.10944757131732062  
[03/03 16:14:04] SuperNet Training INFO: iter: 27720/144360  CE: 4.5952  
[03/03 16:14:55] SuperNet Training INFO: iter: 27840/144360  CE: 4.4585  
[03/03 16:15:45] SuperNet Training INFO: iter: 27960/144360  CE: 4.3890  
[03/03 16:16:37] SuperNet Training INFO: iter: 28080/144360  CE: 4.5674  
[03/03 16:17:28] SuperNet Training INFO: iter: 28200/144360  CE: 4.4482  
[03/03 16:18:19] SuperNet Training INFO: iter: 28320/144360  CE: 4.2137  
[03/03 16:19:10] SuperNet Training INFO: iter: 28440/144360  CE: 4.5423  
[03/03 16:20:00] SuperNet Training INFO: iter: 28560/144360  CE: 4.4775  
[03/03 16:20:51] SuperNet Training INFO: iter: 28680/144360  CE: 4.4384  
[03/03 16:21:42] SuperNet Training INFO: iter: 28800/144360  CE: 4.4136  
[03/03 16:22:13] SuperNet Training INFO: --> epoch:  24/120  avg CE: 4.4294  lr: 0.10854101966249682  
[03/03 16:22:53] SuperNet Training INFO: iter: 28920/144360  CE: 4.5399  
[03/03 16:23:45] SuperNet Training INFO: iter: 29040/144360  CE: 4.2329  
[03/03 16:24:37] SuperNet Training INFO: iter: 29160/144360  CE: 4.5756  
[03/03 16:25:29] SuperNet Training INFO: iter: 29280/144360  CE: 4.2089  
[03/03 16:26:21] SuperNet Training INFO: iter: 29400/144360  CE: 4.3589  
