[06/04 05:08:35] SuperNet Training INFO: tag                 : mobile0-k2rN-3638-TBS
[06/04 05:08:35] SuperNet Training INFO: seed                : 0
[06/04 05:08:35] SuperNet Training INFO: num_K               : 2
[06/04 05:08:35] SuperNet Training INFO: thresholds          : [36]
[06/04 05:08:35] SuperNet Training INFO: data_path           : ../../../dataset/ILSVRC2012
[06/04 05:08:35] SuperNet Training INFO: save_path           : ./SuperNet
[06/04 05:08:35] SuperNet Training INFO: search_space        : proxyless
[06/04 05:08:35] SuperNet Training INFO: valid_size          : 50000
[06/04 05:08:35] SuperNet Training INFO: num_gpus            : 8
[06/04 05:08:35] SuperNet Training INFO: workers             : 4
[06/04 05:08:35] SuperNet Training INFO: interval_ep_eval    : 8
[06/04 05:08:35] SuperNet Training INFO: train_batch_size    : 1024
[06/04 05:08:35] SuperNet Training INFO: test_batch_size     : 256
[06/04 05:08:35] SuperNet Training INFO: max_epoch           : 120
[06/04 05:08:35] SuperNet Training INFO: learning_rate       : 0.12
[06/04 05:08:35] SuperNet Training INFO: momentum            : 0.9
[06/04 05:08:35] SuperNet Training INFO: weight_decay        : 4e-05
[06/04 05:08:35] SuperNet Training INFO: nesterov            : True
[06/04 05:08:35] SuperNet Training INFO: lr_schedule_type    : cosine
[06/04 05:08:35] SuperNet Training INFO: warmup              : False
[06/04 05:08:35] SuperNet Training INFO: label_smooth        : 0.1
[06/04 05:08:35] SuperNet Training INFO: rank                : 0
[06/04 05:08:35] SuperNet Training INFO: gpu                 : 0
[06/04 05:08:35] SuperNet Training INFO: save_name           : mobile0-k2rN-3638-TBS-seed-0
[06/04 05:08:35] SuperNet Training INFO: log_path            : ./SuperNet/logs/mobile0-k2rN-3638-TBS-seed-0.txt
[06/04 05:08:35] SuperNet Training INFO: ckpt_path           : ./SuperNet/checkpoint/mobile0-k2rN-3638-TBS-seed-0.pt
[06/04 05:08:35] SuperNet Training INFO: dist_url            : tcp://127.0.0.1:23456
[06/04 05:08:35] SuperNet Training INFO: world_size          : 8
[06/04 05:08:35] SuperNet Training INFO: distributed         : True
[06/04 05:08:35] SuperNet Training INFO: ['3x3_MBConv3', '3x3_MBConv6', '5x5_MBConv3', '5x5_MBConv6', '7x7_MBConv3', '7x7_MBConv6', 'Identity']
[06/04 05:08:43] SuperNet Training INFO: [6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 6]
[06/04 05:09:10] SuperNet Training INFO: Trainset Size: 1231167
[06/04 05:09:10] SuperNet Training INFO: Validset Size:   50000
[06/04 05:09:10] SuperNet Training INFO: Compose(
    RandomResizedCrop(size=(224, 224), scale=(0.08, 1.0), ratio=(0.75, 1.3333), interpolation=bilinear)
    RandomHorizontalFlip(p=0.5)
    ToTensor()
    Normalize(mean=[0.485, 0.456, 0.406], std=[0.229, 0.224, 0.225])
)
[06/04 05:09:10] SuperNet Training INFO: --> START mobile0-k2rN-3638-TBS-seed-0
[06/04 06:46:54] SuperNet Training INFO: --> epoch:   9/120  avg CE: 5.8328  lr: 0.11834219522386061  
[06/04 06:48:13] SuperNet Training INFO: iter: 10920/144360  CE: 5.6539  
[06/04 06:49:16] SuperNet Training INFO: iter: 11040/144360  CE: 5.5833  
[06/04 06:50:18] SuperNet Training INFO: iter: 11160/144360  CE: 5.6841  
[06/04 06:51:19] SuperNet Training INFO: iter: 11280/144360  CE: 5.7112  
[06/04 06:52:21] SuperNet Training INFO: iter: 11400/144360  CE: 5.5839  
[06/04 06:53:23] SuperNet Training INFO: iter: 11520/144360  CE: 5.7656  
[06/04 06:54:24] SuperNet Training INFO: iter: 11640/144360  CE: 5.7575  
[06/04 06:55:26] SuperNet Training INFO: iter: 11760/144360  CE: 5.5551  
[06/04 06:56:27] SuperNet Training INFO: iter: 11880/144360  CE: 5.5851  
[06/04 06:57:29] SuperNet Training INFO: iter: 12000/144360  CE: 5.5605  
[06/04 06:57:44] SuperNet Training INFO: --> epoch:  10/120  avg CE: 5.7445  lr: 0.1179555495773443  
[06/04 06:59:02] SuperNet Training INFO: iter: 12120/144360  CE: 5.6576  
[06/04 07:00:05] SuperNet Training INFO: iter: 12240/144360  CE: 5.6018  
[06/04 07:01:07] SuperNet Training INFO: iter: 12360/144360  CE: 5.5029  
[06/04 07:02:09] SuperNet Training INFO: iter: 12480/144360  CE: 5.8944  
[06/04 07:03:11] SuperNet Training INFO: iter: 12600/144360  CE: 5.5028  
[06/04 07:04:14] SuperNet Training INFO: iter: 12720/144360  CE: 5.8350  
[06/04 07:05:15] SuperNet Training INFO: iter: 12840/144360  CE: 5.6001  
[06/04 07:06:17] SuperNet Training INFO: iter: 12960/144360  CE: 5.4803  
[06/04 07:07:19] SuperNet Training INFO: iter: 13080/144360  CE: 5.3421  
[06/04 07:08:21] SuperNet Training INFO: iter: 13200/144360  CE: 5.6009  
[06/04 07:08:38] SuperNet Training INFO: --> epoch:  11/120  avg CE: 5.6514  lr: 0.11752918409209158  
[06/04 07:09:56] SuperNet Training INFO: iter: 13320/144360  CE: 5.6144  
[06/04 07:10:59] SuperNet Training INFO: iter: 13440/144360  CE: 5.3328  
[06/04 07:12:01] SuperNet Training INFO: iter: 13560/144360  CE: 5.5956  
[06/04 07:13:04] SuperNet Training INFO: iter: 13680/144360  CE: 5.8071  
[06/04 07:14:06] SuperNet Training INFO: iter: 13800/144360  CE: 5.4565  
[06/04 07:15:08] SuperNet Training INFO: iter: 13920/144360  CE: 5.5240  
[06/04 07:16:10] SuperNet Training INFO: iter: 14040/144360  CE: 5.5244  
[06/04 07:17:12] SuperNet Training INFO: iter: 14160/144360  CE: 5.4479  
[06/04 07:18:14] SuperNet Training INFO: iter: 14280/144360  CE: 5.5324  
[06/04 07:19:15] SuperNet Training INFO: iter: 14400/144360  CE: 5.6122  
[06/04 07:19:34] SuperNet Training INFO: --> epoch:  12/120  avg CE: 5.5782  lr: 0.11706339097770935  
[06/04 07:20:49] SuperNet Training INFO: iter: 14520/144360  CE: 5.5155  
[06/04 07:21:51] SuperNet Training INFO: iter: 14640/144360  CE: 5.3907  
[06/04 07:22:52] SuperNet Training INFO: iter: 14760/144360  CE: 5.4517  
[06/04 07:23:54] SuperNet Training INFO: iter: 14880/144360  CE: 5.4528  
[06/04 07:24:55] SuperNet Training INFO: iter: 15000/144360  CE: 5.4633  
[06/04 07:25:57] SuperNet Training INFO: iter: 15120/144360  CE: 5.5129  
[06/04 07:26:58] SuperNet Training INFO: iter: 15240/144360  CE: 5.3244  
[06/04 07:28:00] SuperNet Training INFO: iter: 15360/144360  CE: 5.4450  
[06/04 07:29:02] SuperNet Training INFO: iter: 15480/144360  CE: 5.4682  
[06/04 07:30:03] SuperNet Training INFO: iter: 15600/144360  CE: 5.2426  
[06/04 07:30:23] SuperNet Training INFO: --> epoch:  13/120  avg CE: 5.4982  lr: 0.11655848946553125  
[06/04 07:31:37] SuperNet Training INFO: iter: 15720/144360  CE: 5.4501  
[06/04 07:32:40] SuperNet Training INFO: iter: 15840/144360  CE: 5.2057  
[06/04 07:33:42] SuperNet Training INFO: iter: 15960/144360  CE: 5.4754  
[06/04 07:34:44] SuperNet Training INFO: iter: 16080/144360  CE: 5.3464  
[06/04 07:35:49] SuperNet Training INFO: iter: 16200/144360  CE: 5.6107  
[06/04 07:36:52] SuperNet Training INFO: iter: 16320/144360  CE: 5.3628  
[06/04 07:37:54] SuperNet Training INFO: iter: 16440/144360  CE: 5.4885  
[06/04 07:38:56] SuperNet Training INFO: iter: 16560/144360  CE: 5.5064  
[06/04 07:39:57] SuperNet Training INFO: iter: 16680/144360  CE: 5.4474  
[06/04 07:40:59] SuperNet Training INFO: iter: 16800/144360  CE: 5.4801  
[06/04 07:41:20] SuperNet Training INFO: --> epoch:  14/120  avg CE: 5.4165  lr: 0.11601482558983225  
[06/04 07:42:32] SuperNet Training INFO: iter: 16920/144360  CE: 5.4034  
[06/04 07:43:35] SuperNet Training INFO: iter: 17040/144360  CE: 5.3655  
[06/04 07:44:37] SuperNet Training INFO: iter: 17160/144360  CE: 5.2485  
[06/04 07:45:40] SuperNet Training INFO: iter: 17280/144360  CE: 5.2297  
[06/04 07:46:42] SuperNet Training INFO: iter: 17400/144360  CE: 5.4528  
[06/04 07:47:45] SuperNet Training INFO: iter: 17520/144360  CE: 5.2116  
[06/04 07:48:47] SuperNet Training INFO: iter: 17640/144360  CE: 5.3779  
[06/04 07:49:49] SuperNet Training INFO: iter: 17760/144360  CE: 5.1965  
[06/04 07:50:51] SuperNet Training INFO: iter: 17880/144360  CE: 5.0753  
[06/04 07:51:53] SuperNet Training INFO: iter: 18000/144360  CE: 5.4594  
[06/04 07:52:15] SuperNet Training INFO: --> epoch:  15/120  avg CE: 5.3559  lr: 0.11543277195067722  
[06/04 07:53:26] SuperNet Training INFO: iter: 18120/144360  CE: 5.2483  
[06/04 07:54:28] SuperNet Training INFO: iter: 18240/144360  CE: 5.2846  
[06/04 07:55:30] SuperNet Training INFO: iter: 18360/144360  CE: 5.0777  
[06/04 07:56:32] SuperNet Training INFO: iter: 18480/144360  CE: 5.2831  
[06/04 07:57:34] SuperNet Training INFO: iter: 18600/144360  CE: 5.4412  
[06/04 07:58:35] SuperNet Training INFO: iter: 18720/144360  CE: 5.0441  
[06/04 07:59:37] SuperNet Training INFO: iter: 18840/144360  CE: 5.2398  
[06/04 08:00:39] SuperNet Training INFO: iter: 18960/144360  CE: 5.0265  
[06/04 08:01:41] SuperNet Training INFO: iter: 19080/144360  CE: 5.5375  
[06/04 08:02:42] SuperNet Training INFO: iter: 19200/144360  CE: 5.2370  
[06/04 08:03:07] SuperNet Training INFO: --> epoch:  16/120  avg CE: 5.2814  lr: 0.1148127274585561  
[06/04 08:04:17] SuperNet Training INFO: iter: 19320/144360  CE: 5.4800  
[06/04 08:05:20] SuperNet Training INFO: iter: 19440/144360  CE: 5.0615  
[06/04 08:06:23] SuperNet Training INFO: iter: 19560/144360  CE: 5.5489  
[06/04 08:07:25] SuperNet Training INFO: iter: 19680/144360  CE: 5.2970  
[06/04 08:08:28] SuperNet Training INFO: iter: 19800/144360  CE: 4.9417  
[06/04 08:09:29] SuperNet Training INFO: iter: 19920/144360  CE: 5.0058  
[06/04 08:10:31] SuperNet Training INFO: iter: 20040/144360  CE: 5.2472  
[06/04 08:11:34] SuperNet Training INFO: iter: 20160/144360  CE: 5.0028  
[06/04 08:12:36] SuperNet Training INFO: iter: 20280/144360  CE: 5.3589  
[06/04 08:13:37] SuperNet Training INFO: iter: 20400/144360  CE: 5.2703  
[06/04 08:14:03] SuperNet Training INFO: --> epoch:  17/120  avg CE: 5.2172  lr: 0.11415511706099139  
[06/04 08:15:12] SuperNet Training INFO: iter: 20520/144360  CE: 5.3772  
[06/04 08:16:15] SuperNet Training INFO: iter: 20640/144360  CE: 5.1743  
[06/04 08:17:16] SuperNet Training INFO: iter: 20760/144360  CE: 5.0069  
[06/04 08:18:18] SuperNet Training INFO: iter: 20880/144360  CE: 5.6563  
[06/04 08:19:21] SuperNet Training INFO: iter: 21000/144360  CE: 4.9554  
[06/04 08:20:23] SuperNet Training INFO: iter: 21120/144360  CE: 5.3107  
[06/04 08:21:25] SuperNet Training INFO: iter: 21240/144360  CE: 5.2166  
[06/04 08:22:27] SuperNet Training INFO: iter: 21360/144360  CE: 5.2623  
[06/04 08:23:29] SuperNet Training INFO: iter: 21480/144360  CE: 5.0110  
[06/04 08:24:31] SuperNet Training INFO: iter: 21600/144360  CE: 5.2193  
[06/04 08:24:59] SuperNet Training INFO: --> epoch:  18/120  avg CE: 5.1538  lr: 0.11346039145130195  
[06/04 08:26:04] SuperNet Training INFO: iter: 21720/144360  CE: 5.0842  
[06/04 08:27:06] SuperNet Training INFO: iter: 21840/144360  CE: 5.0369  
[06/04 08:28:07] SuperNet Training INFO: iter: 21960/144360  CE: 5.0554  
[06/04 08:29:09] SuperNet Training INFO: iter: 22080/144360  CE: 4.9028  
[06/04 08:30:11] SuperNet Training INFO: iter: 22200/144360  CE: 5.1742  
[06/04 08:31:13] SuperNet Training INFO: iter: 22320/144360  CE: 4.8350  
[06/04 08:32:15] SuperNet Training INFO: iter: 22440/144360  CE: 5.0085  
[06/04 08:33:16] SuperNet Training INFO: iter: 22560/144360  CE: 5.3555  
[06/04 08:34:18] SuperNet Training INFO: iter: 22680/144360  CE: 4.8373  
[06/04 08:35:19] SuperNet Training INFO: iter: 22800/144360  CE: 5.1054  
[06/04 08:35:48] SuperNet Training INFO: --> epoch:  19/120  avg CE: 5.0884  lr: 0.11272902675971772  
[06/04 08:36:52] SuperNet Training INFO: iter: 22920/144360  CE: 4.9532  
[06/04 08:37:55] SuperNet Training INFO: iter: 23040/144360  CE: 4.8952  
[06/04 08:38:58] SuperNet Training INFO: iter: 23160/144360  CE: 5.1585  
[06/04 08:40:00] SuperNet Training INFO: iter: 23280/144360  CE: 5.4813  
[06/04 08:41:02] SuperNet Training INFO: iter: 23400/144360  CE: 4.8717  
[06/04 08:42:05] SuperNet Training INFO: iter: 23520/144360  CE: 4.7908  
[06/04 08:43:07] SuperNet Training INFO: iter: 23640/144360  CE: 5.1708  
[06/04 08:44:08] SuperNet Training INFO: iter: 23760/144360  CE: 4.8458  
[06/04 08:45:10] SuperNet Training INFO: iter: 23880/144360  CE: 5.1804  
[06/04 08:46:12] SuperNet Training INFO: iter: 24000/144360  CE: 4.9890  
[06/04 08:46:43] SuperNet Training INFO: --> epoch:  20/120  avg CE: 5.0238  lr: 0.11196152422706572  
[06/04 08:47:46] SuperNet Training INFO: iter: 24120/144360  CE: 5.2228  
[06/04 08:48:48] SuperNet Training INFO: iter: 24240/144360  CE: 5.3623  
[06/04 08:49:50] SuperNet Training INFO: iter: 24360/144360  CE: 5.0533  
[06/04 08:50:51] SuperNet Training INFO: iter: 24480/144360  CE: 4.7221  
[06/04 08:51:53] SuperNet Training INFO: iter: 24600/144360  CE: 5.0826  
[06/04 08:52:54] SuperNet Training INFO: iter: 24720/144360  CE: 4.7390  
[06/04 08:53:56] SuperNet Training INFO: iter: 24840/144360  CE: 4.9743  
[06/04 08:54:58] SuperNet Training INFO: iter: 24960/144360  CE: 4.9255  
[06/04 08:56:00] SuperNet Training INFO: iter: 25080/144360  CE: 4.9337  
[06/04 08:57:01] SuperNet Training INFO: iter: 25200/144360  CE: 4.8562  
[06/04 08:57:34] SuperNet Training INFO: --> epoch:  21/120  avg CE: 4.9597  lr: 0.11115840986124514  
[06/04 08:58:35] SuperNet Training INFO: iter: 25320/144360  CE: 4.9624  
[06/04 08:59:37] SuperNet Training INFO: iter: 25440/144360  CE: 5.0617  
[06/04 09:00:38] SuperNet Training INFO: iter: 25560/144360  CE: 5.0549  
[06/04 09:01:40] SuperNet Training INFO: iter: 25680/144360  CE: 4.8151  
[06/04 09:02:42] SuperNet Training INFO: iter: 25800/144360  CE: 4.8887  
[06/04 09:03:43] SuperNet Training INFO: iter: 25920/144360  CE: 5.0146  
[06/04 09:04:44] SuperNet Training INFO: iter: 26040/144360  CE: 5.0037  
[06/04 09:05:46] SuperNet Training INFO: iter: 26160/144360  CE: 4.9666  
[06/04 09:06:48] SuperNet Training INFO: iter: 26280/144360  CE: 5.0965  
[06/04 09:07:50] SuperNet Training INFO: iter: 26400/144360  CE: 4.9305  
[06/04 09:08:24] SuperNet Training INFO: --> epoch:  22/120  avg CE: 4.9069  lr: 0.11032023407672516  
[06/04 09:09:26] SuperNet Training INFO: iter: 26520/144360  CE: 4.5424  
[06/04 09:10:30] SuperNet Training INFO: iter: 26640/144360  CE: 4.8902  
[06/04 09:11:32] SuperNet Training INFO: iter: 26760/144360  CE: 4.6167  
[06/04 09:12:35] SuperNet Training INFO: iter: 26880/144360  CE: 4.7713  
[06/04 09:13:38] SuperNet Training INFO: iter: 27000/144360  CE: 4.5053  
[06/04 09:14:40] SuperNet Training INFO: iter: 27120/144360  CE: 4.7649  
[06/04 09:15:43] SuperNet Training INFO: iter: 27240/144360  CE: 4.9502  
[06/04 09:16:46] SuperNet Training INFO: iter: 27360/144360  CE: 4.9528  
[06/04 09:17:48] SuperNet Training INFO: iter: 27480/144360  CE: 4.8487  
[06/04 09:18:50] SuperNet Training INFO: iter: 27600/144360  CE: 4.9864  
