[03/26 15:28:40] SuperNet Training INFO: tag                 : gss-mobile0-tbs
[03/26 15:28:40] SuperNet Training INFO: seed                : 0
[03/26 15:28:40] SuperNet Training INFO: thresholds          : [58]
[03/26 15:28:40] SuperNet Training INFO: data_path           : ../../../dataset/ILSVRC2012
[03/26 15:28:40] SuperNet Training INFO: save_path           : ./SuperNet
[03/26 15:28:40] SuperNet Training INFO: search_space        : greedy
[03/26 15:28:40] SuperNet Training INFO: valid_size          : 50000
[03/26 15:28:40] SuperNet Training INFO: num_gpus            : 8
[03/26 15:28:40] SuperNet Training INFO: workers             : 4
[03/26 15:28:40] SuperNet Training INFO: interval_ep_eval    : 8
[03/26 15:28:40] SuperNet Training INFO: train_batch_size    : 1024
[03/26 15:28:40] SuperNet Training INFO: test_batch_size     : 256
[03/26 15:28:40] SuperNet Training INFO: max_epoch           : 120
[03/26 15:28:40] SuperNet Training INFO: learning_rate       : 0.12
[03/26 15:28:40] SuperNet Training INFO: momentum            : 0.9
[03/26 15:28:40] SuperNet Training INFO: weight_decay        : 4e-05
[03/26 15:28:40] SuperNet Training INFO: nesterov            : True
[03/26 15:28:40] SuperNet Training INFO: lr_schedule_type    : cosine
[03/26 15:28:40] SuperNet Training INFO: label_smooth        : 0.1
[03/26 15:28:40] SuperNet Training INFO: rank                : 0
[03/26 15:28:40] SuperNet Training INFO: gpu                 : 0
[03/26 15:28:40] SuperNet Training INFO: save_name           : gss-mobile0-tbs-seed-0
[03/26 15:28:40] SuperNet Training INFO: log_path            : ./SuperNet/logs/gss-mobile0-tbs-seed-0.txt
[03/26 15:28:40] SuperNet Training INFO: ckpt_path           : ./SuperNet/checkpoint/gss-mobile0-tbs-seed-0.pt
[03/26 15:28:40] SuperNet Training INFO: dist_url            : tcp://127.0.0.1:23456
[03/26 15:28:40] SuperNet Training INFO: world_size          : 8
[03/26 15:28:40] SuperNet Training INFO: distributed         : True
[03/26 15:28:40] SuperNet Training INFO: ['3x3_MBConv3', '3x3_MBConv6', '5x5_MBConv3', '5x5_MBConv6', '7x7_MBConv3', '7x7_MBConv6', '3x3_MBConv3_SE', '3x3_MBConv6_SE', '5x5_MBConv3_SE', '5x5_MBConv6_SE', '7x7_MBConv3_SE', '7x7_MBConv6_SE', 'Identity']
[03/26 15:29:51] SuperNet Training INFO: Trainset Size: 1231167
[03/26 15:29:51] SuperNet Training INFO: Validset Size:   50000
[03/26 15:29:51] SuperNet Training INFO: Compose(
    RandomResizedCrop(size=(224, 224), scale=(0.08, 1.0), ratio=(0.75, 1.3333), interpolation=bilinear)
    RandomHorizontalFlip(p=0.5)
    ToTensor()
    Normalize(mean=[0.485, 0.456, 0.406], std=[0.229, 0.224, 0.225])
)
[03/26 15:29:51] SuperNet Training INFO: --> START gss-mobile0-tbs-seed-0
[03/26 16:07:30] SuperNet Training INFO: iter:  3840/144360  CE: 6.8898  
[03/26 16:08:33] SuperNet Training INFO: iter:  3960/144360  CE: 6.8227  
[03/26 16:09:36] SuperNet Training INFO: iter:  4080/144360  CE: 6.7339  
[03/26 16:10:39] SuperNet Training INFO: iter:  4200/144360  CE: 6.8608  
[03/26 16:11:43] SuperNet Training INFO: iter:  4320/144360  CE: 6.7205  
[03/26 16:12:46] SuperNet Training INFO: iter:  4440/144360  CE: 6.7594  
[03/26 16:13:49] SuperNet Training INFO: iter:  4560/144360  CE: 6.8003  
[03/26 16:14:53] SuperNet Training INFO: iter:  4680/144360  CE: 6.6435  
[03/26 16:15:56] SuperNet Training INFO: iter:  4800/144360  CE: 6.6589  
[03/26 16:16:01] SuperNet Training INFO: --> epoch:   4/120  avg CE: 6.7709  lr: 0.11967131372209595  
[03/26 16:17:32] SuperNet Training INFO: iter:  4920/144360  CE: 6.7871  
[03/26 16:18:34] SuperNet Training INFO: iter:  5040/144360  CE: 6.7014  
[03/26 16:19:38] SuperNet Training INFO: iter:  5160/144360  CE: 6.7208  
[03/26 16:20:41] SuperNet Training INFO: iter:  5280/144360  CE: 6.6995  
[03/26 16:21:43] SuperNet Training INFO: iter:  5400/144360  CE: 6.7494  
[03/26 16:22:45] SuperNet Training INFO: iter:  5520/144360  CE: 6.6876  
[03/26 16:23:48] SuperNet Training INFO: iter:  5640/144360  CE: 6.7215  
[03/26 16:24:50] SuperNet Training INFO: iter:  5760/144360  CE: 6.6712  
[03/26 16:25:53] SuperNet Training INFO: iter:  5880/144360  CE: 6.6807  
[03/26 16:26:55] SuperNet Training INFO: iter:  6000/144360  CE: 6.7430  
[03/26 16:27:03] SuperNet Training INFO: --> epoch:   5/120  avg CE: 6.7192  lr: 0.11948669168242801  
[03/26 16:28:31] SuperNet Training INFO: iter:  6120/144360  CE: 6.6726  
[03/26 16:29:34] SuperNet Training INFO: iter:  6240/144360  CE: 6.7406  
[03/26 16:30:37] SuperNet Training INFO: iter:  6360/144360  CE: 6.6474  
[03/26 16:31:40] SuperNet Training INFO: iter:  6480/144360  CE: 6.7058  
[03/26 16:32:42] SuperNet Training INFO: iter:  6600/144360  CE: 6.6785  
[03/26 16:33:46] SuperNet Training INFO: iter:  6720/144360  CE: 6.6722  
[03/26 16:34:48] SuperNet Training INFO: iter:  6840/144360  CE: 6.7204  
[03/26 16:35:51] SuperNet Training INFO: iter:  6960/144360  CE: 6.6872  
[03/26 16:36:54] SuperNet Training INFO: iter:  7080/144360  CE: 6.7070  
[03/26 16:37:58] SuperNet Training INFO: iter:  7200/144360  CE: 6.6252  
[03/26 16:38:08] SuperNet Training INFO: --> epoch:   6/120  avg CE: 6.6645  lr: 0.1192613004357081  
[03/26 16:39:36] SuperNet Training INFO: iter:  7320/144360  CE: 6.7160  
[03/26 16:40:39] SuperNet Training INFO: iter:  7440/144360  CE: 6.5362  
[03/26 16:41:42] SuperNet Training INFO: iter:  7560/144360  CE: 6.5897  
[03/26 16:42:45] SuperNet Training INFO: iter:  7680/144360  CE: 6.5820  
[03/26 16:43:48] SuperNet Training INFO: iter:  7800/144360  CE: 6.6413  
[03/26 16:44:51] SuperNet Training INFO: iter:  7920/144360  CE: 6.5774  
[03/26 16:45:53] SuperNet Training INFO: iter:  8040/144360  CE: 6.5995  
[03/26 16:46:56] SuperNet Training INFO: iter:  8160/144360  CE: 6.8042  
[03/26 16:47:59] SuperNet Training INFO: iter:  8280/144360  CE: 6.5915  
[03/26 16:49:02] SuperNet Training INFO: iter:  8400/144360  CE: 6.5628  
[03/26 16:49:13] SuperNet Training INFO: --> epoch:   7/120  avg CE: 6.5915  lr: 0.11899529445383715  
[03/26 16:50:38] SuperNet Training INFO: iter:  8520/144360  CE: 6.6583  
[03/26 16:51:41] SuperNet Training INFO: iter:  8640/144360  CE: 6.5469  
[03/26 16:52:45] SuperNet Training INFO: iter:  8760/144360  CE: 6.4780  
[03/26 16:53:48] SuperNet Training INFO: iter:  8880/144360  CE: 6.4887  
[03/26 16:54:51] SuperNet Training INFO: iter:  9000/144360  CE: 6.4197  
[03/26 16:55:54] SuperNet Training INFO: iter:  9120/144360  CE: 6.4581  
[03/26 16:56:58] SuperNet Training INFO: iter:  9240/144360  CE: 6.3251  
[03/26 16:58:00] SuperNet Training INFO: iter:  9360/144360  CE: 6.5317  
[03/26 16:59:04] SuperNet Training INFO: iter:  9480/144360  CE: 6.5910  
[03/26 17:00:07] SuperNet Training INFO: iter:  9600/144360  CE: 6.5066  
[03/26 17:00:19] SuperNet Training INFO: --> epoch:   8/120  avg CE: 6.5075  lr: 0.11868885604402826  
[03/26 17:01:44] SuperNet Training INFO: iter:  9720/144360  CE: 6.5473  
[03/26 17:02:47] SuperNet Training INFO: iter:  9840/144360  CE: 6.4655  
[03/26 17:03:51] SuperNet Training INFO: iter:  9960/144360  CE: 6.3205  
[03/26 17:04:55] SuperNet Training INFO: iter: 10080/144360  CE: 6.3819  
[03/26 17:05:57] SuperNet Training INFO: iter: 10200/144360  CE: 6.3713  
[03/26 17:07:00] SuperNet Training INFO: iter: 10320/144360  CE: 6.2418  
[03/26 17:08:02] SuperNet Training INFO: iter: 10440/144360  CE: 6.6093  
[03/26 17:09:05] SuperNet Training INFO: iter: 10560/144360  CE: 6.3779  
[03/26 17:10:08] SuperNet Training INFO: iter: 10680/144360  CE: 6.3968  
[03/26 17:11:10] SuperNet Training INFO: iter: 10800/144360  CE: 6.2904  
[03/26 17:11:24] SuperNet Training INFO: --> epoch:   9/120  avg CE: 6.4184  lr: 0.11834219522386061  
[03/26 17:12:47] SuperNet Training INFO: iter: 10920/144360  CE: 6.2523  
[03/26 17:13:50] SuperNet Training INFO: iter: 11040/144360  CE: 6.2070  
[03/26 17:14:53] SuperNet Training INFO: iter: 11160/144360  CE: 6.3318  
[03/26 17:15:57] SuperNet Training INFO: iter: 11280/144360  CE: 6.4039  
[03/26 17:17:00] SuperNet Training INFO: iter: 11400/144360  CE: 6.2474  
[03/26 17:18:02] SuperNet Training INFO: iter: 11520/144360  CE: 6.4214  
[03/26 17:19:05] SuperNet Training INFO: iter: 11640/144360  CE: 6.3204  
[03/26 17:20:08] SuperNet Training INFO: iter: 11760/144360  CE: 6.4503  
[03/26 17:21:11] SuperNet Training INFO: iter: 11880/144360  CE: 6.2244  
[03/26 17:22:14] SuperNet Training INFO: iter: 12000/144360  CE: 6.2384  
[03/26 17:22:29] SuperNet Training INFO: --> epoch:  10/120  avg CE: 6.3382  lr: 0.1179555495773443  
[03/26 17:23:50] SuperNet Training INFO: iter: 12120/144360  CE: 6.4535  
[03/26 17:24:53] SuperNet Training INFO: iter: 12240/144360  CE: 6.3569  
[03/26 17:25:56] SuperNet Training INFO: iter: 12360/144360  CE: 6.3028  
[03/26 17:26:58] SuperNet Training INFO: iter: 12480/144360  CE: 6.3907  
[03/26 17:28:02] SuperNet Training INFO: iter: 12600/144360  CE: 6.2134  
[03/26 17:29:05] SuperNet Training INFO: iter: 12720/144360  CE: 6.3434  
[03/26 17:30:07] SuperNet Training INFO: iter: 12840/144360  CE: 6.1750  
[03/26 17:31:10] SuperNet Training INFO: iter: 12960/144360  CE: 6.1885  
[03/26 17:32:13] SuperNet Training INFO: iter: 13080/144360  CE: 6.0201  
[03/26 17:33:16] SuperNet Training INFO: iter: 13200/144360  CE: 6.2438  
[03/26 17:33:33] SuperNet Training INFO: --> epoch:  11/120  avg CE: 6.2559  lr: 0.11752918409209158  
[03/26 17:34:53] SuperNet Training INFO: iter: 13320/144360  CE: 6.1163  
[03/26 17:35:57] SuperNet Training INFO: iter: 13440/144360  CE: 6.0056  
[03/26 17:37:00] SuperNet Training INFO: iter: 13560/144360  CE: 6.2996  
[03/26 17:38:03] SuperNet Training INFO: iter: 13680/144360  CE: 6.1146  
[03/26 17:39:07] SuperNet Training INFO: iter: 13800/144360  CE: 6.0387  
[03/26 17:40:10] SuperNet Training INFO: iter: 13920/144360  CE: 6.0834  
[03/26 17:41:14] SuperNet Training INFO: iter: 14040/144360  CE: 6.1940  
[03/26 17:42:17] SuperNet Training INFO: iter: 14160/144360  CE: 6.1718  
[03/26 17:43:20] SuperNet Training INFO: iter: 14280/144360  CE: 6.1239  
[03/26 17:44:23] SuperNet Training INFO: iter: 14400/144360  CE: 6.1133  
[03/26 17:44:42] SuperNet Training INFO: --> epoch:  12/120  avg CE: 6.1768  lr: 0.11706339097770935  
[03/26 17:46:00] SuperNet Training INFO: iter: 14520/144360  CE: 6.0502  
[03/26 17:47:03] SuperNet Training INFO: iter: 14640/144360  CE: 6.1563  
[03/26 17:48:06] SuperNet Training INFO: iter: 14760/144360  CE: 6.1251  
[03/26 17:49:09] SuperNet Training INFO: iter: 14880/144360  CE: 6.1553  
[03/26 17:50:12] SuperNet Training INFO: iter: 15000/144360  CE: 5.9762  
[03/26 17:51:15] SuperNet Training INFO: iter: 15120/144360  CE: 6.0238  
[03/26 17:52:17] SuperNet Training INFO: iter: 15240/144360  CE: 5.9823  
[03/26 17:53:20] SuperNet Training INFO: iter: 15360/144360  CE: 6.3771  
[03/26 17:54:23] SuperNet Training INFO: iter: 15480/144360  CE: 5.8722  
[03/26 17:55:25] SuperNet Training INFO: iter: 15600/144360  CE: 6.0900  
[03/26 17:55:45] SuperNet Training INFO: --> epoch:  13/120  avg CE: 6.0974  lr: 0.11655848946553125  
[03/26 17:57:01] SuperNet Training INFO: iter: 15720/144360  CE: 6.0207  
[03/26 17:58:04] SuperNet Training INFO: iter: 15840/144360  CE: 5.8599  
[03/26 17:59:07] SuperNet Training INFO: iter: 15960/144360  CE: 5.9599  
[03/26 18:00:11] SuperNet Training INFO: iter: 16080/144360  CE: 5.9865  
[03/26 18:01:13] SuperNet Training INFO: iter: 16200/144360  CE: 6.0355  
[03/26 18:02:16] SuperNet Training INFO: iter: 16320/144360  CE: 5.9501  
[03/26 18:03:19] SuperNet Training INFO: iter: 16440/144360  CE: 6.0232  
[03/26 18:04:21] SuperNet Training INFO: iter: 16560/144360  CE: 5.9997  
[03/26 18:05:24] SuperNet Training INFO: iter: 16680/144360  CE: 6.0863  
[03/26 18:06:27] SuperNet Training INFO: iter: 16800/144360  CE: 6.0437  
[03/26 18:06:48] SuperNet Training INFO: --> epoch:  14/120  avg CE: 6.0271  lr: 0.11601482558983225  
[03/26 18:08:02] SuperNet Training INFO: iter: 16920/144360  CE: 6.0137  
[03/26 18:09:05] SuperNet Training INFO: iter: 17040/144360  CE: 5.9749  
[03/26 18:10:09] SuperNet Training INFO: iter: 17160/144360  CE: 5.9344  
[03/26 18:11:13] SuperNet Training INFO: iter: 17280/144360  CE: 5.7455  
[03/26 18:12:16] SuperNet Training INFO: iter: 17400/144360  CE: 6.0090  
[03/26 18:13:19] SuperNet Training INFO: iter: 17520/144360  CE: 5.9682  
[03/26 18:14:24] SuperNet Training INFO: iter: 17640/144360  CE: 5.9318  
[03/26 18:15:27] SuperNet Training INFO: iter: 17760/144360  CE: 5.8752  
[03/26 18:16:29] SuperNet Training INFO: iter: 17880/144360  CE: 5.6980  
[03/26 18:17:33] SuperNet Training INFO: iter: 18000/144360  CE: 5.7897  
[03/26 18:17:56] SuperNet Training INFO: --> epoch:  15/120  avg CE: 5.9473  lr: 0.11543277195067722  
[03/26 18:19:10] SuperNet Training INFO: iter: 18120/144360  CE: 5.7653  
[03/26 18:20:12] SuperNet Training INFO: iter: 18240/144360  CE: 5.8298  
[03/26 18:21:15] SuperNet Training INFO: iter: 18360/144360  CE: 5.9131  
[03/26 18:22:18] SuperNet Training INFO: iter: 18480/144360  CE: 5.7887  
[03/26 18:23:20] SuperNet Training INFO: iter: 18600/144360  CE: 6.0111  
[03/26 18:24:23] SuperNet Training INFO: iter: 18720/144360  CE: 5.7588  
[03/26 18:25:26] SuperNet Training INFO: iter: 18840/144360  CE: 6.0212  
[03/26 18:26:28] SuperNet Training INFO: iter: 18960/144360  CE: 5.8263  
[03/26 18:27:30] SuperNet Training INFO: iter: 19080/144360  CE: 5.9641  
[03/26 18:28:32] SuperNet Training INFO: iter: 19200/144360  CE: 5.8915  
[03/26 18:28:56] SuperNet Training INFO: --> epoch:  16/120  avg CE: 5.8731  lr: 0.1148127274585561  
[03/26 18:30:07] SuperNet Training INFO: iter: 19320/144360  CE: 5.8730  
[03/26 18:31:11] SuperNet Training INFO: iter: 19440/144360  CE: 5.6567  
[03/26 18:32:15] SuperNet Training INFO: iter: 19560/144360  CE: 5.8921  
[03/26 18:33:18] SuperNet Training INFO: iter: 19680/144360  CE: 5.7932  
[03/26 18:34:20] SuperNet Training INFO: iter: 19800/144360  CE: 5.4869  
[03/26 18:35:22] SuperNet Training INFO: iter: 19920/144360  CE: 5.7150  
[03/26 18:36:26] SuperNet Training INFO: iter: 20040/144360  CE: 5.7866  
[03/26 18:37:28] SuperNet Training INFO: iter: 20160/144360  CE: 5.6743  
[03/26 18:38:32] SuperNet Training INFO: iter: 20280/144360  CE: 5.8134  
[03/26 18:39:35] SuperNet Training INFO: iter: 20400/144360  CE: 5.7734  
[03/26 18:40:01] SuperNet Training INFO: --> epoch:  17/120  avg CE: 5.8001  lr: 0.11415511706099139  
[03/26 18:41:11] SuperNet Training INFO: iter: 20520/144360  CE: 5.7354  
[03/26 18:42:15] SuperNet Training INFO: iter: 20640/144360  CE: 5.5513  
[03/26 18:43:18] SuperNet Training INFO: iter: 20760/144360  CE: 5.7351  
[03/26 18:44:20] SuperNet Training INFO: iter: 20880/144360  CE: 5.8593  
[03/26 18:45:23] SuperNet Training INFO: iter: 21000/144360  CE: 5.6081  
[03/26 18:46:26] SuperNet Training INFO: iter: 21120/144360  CE: 5.9206  
[03/26 18:47:29] SuperNet Training INFO: iter: 21240/144360  CE: 5.7915  
[03/26 18:48:31] SuperNet Training INFO: iter: 21360/144360  CE: 5.6187  
[03/26 18:49:33] SuperNet Training INFO: iter: 21480/144360  CE: 5.6272  
[03/26 18:50:36] SuperNet Training INFO: iter: 21600/144360  CE: 5.6974  
[03/26 18:51:03] SuperNet Training INFO: --> epoch:  18/120  avg CE: 5.7253  lr: 0.11346039145130195  
[03/26 18:52:12] SuperNet Training INFO: iter: 21720/144360  CE: 5.5727  
[03/26 18:53:15] SuperNet Training INFO: iter: 21840/144360  CE: 5.7971  
[03/26 18:54:19] SuperNet Training INFO: iter: 21960/144360  CE: 5.5572  
[03/26 18:55:22] SuperNet Training INFO: iter: 22080/144360  CE: 5.4799  
[03/26 18:56:25] SuperNet Training INFO: iter: 22200/144360  CE: 5.7103  
[03/26 18:57:28] SuperNet Training INFO: iter: 22320/144360  CE: 5.5522  
[03/26 18:58:31] SuperNet Training INFO: iter: 22440/144360  CE: 5.7698  
[03/26 18:59:33] SuperNet Training INFO: iter: 22560/144360  CE: 5.6551  
[03/26 19:00:37] SuperNet Training INFO: iter: 22680/144360  CE: 5.5642  
[03/26 19:01:39] SuperNet Training INFO: iter: 22800/144360  CE: 5.6709  
[03/26 19:02:09] SuperNet Training INFO: --> epoch:  19/120  avg CE: 5.6540  lr: 0.11272902675971772  
[03/26 19:03:16] SuperNet Training INFO: iter: 22920/144360  CE: 5.4034  
[03/26 19:04:20] SuperNet Training INFO: iter: 23040/144360  CE: 5.3947  
[03/26 19:05:23] SuperNet Training INFO: iter: 23160/144360  CE: 5.6401  
[03/26 19:06:26] SuperNet Training INFO: iter: 23280/144360  CE: 5.5980  
[03/26 19:07:29] SuperNet Training INFO: iter: 23400/144360  CE: 5.6452  
[03/26 19:08:32] SuperNet Training INFO: iter: 23520/144360  CE: 5.7330  
[03/26 19:09:36] SuperNet Training INFO: iter: 23640/144360  CE: 5.7466  
[03/26 19:10:38] SuperNet Training INFO: iter: 23760/144360  CE: 5.5839  
[03/26 19:11:41] SuperNet Training INFO: iter: 23880/144360  CE: 5.6949  
[03/26 19:12:44] SuperNet Training INFO: iter: 24000/144360  CE: 5.7240  
[03/26 19:13:14] SuperNet Training INFO: --> epoch:  20/120  avg CE: 5.5810  lr: 0.11196152422706572  
[03/26 19:14:19] SuperNet Training INFO: iter: 24120/144360  CE: 5.5286  
[03/26 19:15:23] SuperNet Training INFO: iter: 24240/144360  CE: 5.9028  
[03/26 19:16:26] SuperNet Training INFO: iter: 24360/144360  CE: 5.6261  
[03/26 19:17:29] SuperNet Training INFO: iter: 24480/144360  CE: 5.3193  
[03/26 19:18:32] SuperNet Training INFO: iter: 24600/144360  CE: 5.5793  
[03/26 19:19:35] SuperNet Training INFO: iter: 24720/144360  CE: 5.4277  
[03/26 19:20:38] SuperNet Training INFO: iter: 24840/144360  CE: 5.3161  
[03/26 19:21:41] SuperNet Training INFO: iter: 24960/144360  CE: 5.6016  
[03/26 19:22:45] SuperNet Training INFO: iter: 25080/144360  CE: 5.3226  
[03/26 19:23:48] SuperNet Training INFO: iter: 25200/144360  CE: 5.1810  
[03/26 19:24:21] SuperNet Training INFO: --> epoch:  21/120  avg CE: 5.5027  lr: 0.11115840986124514  
[03/26 19:25:24] SuperNet Training INFO: iter: 25320/144360  CE: 5.2187  
[03/26 19:26:29] SuperNet Training INFO: iter: 25440/144360  CE: 5.4606  
[03/26 19:27:32] SuperNet Training INFO: iter: 25560/144360  CE: 5.5627  
[03/26 19:28:35] SuperNet Training INFO: iter: 25680/144360  CE: 5.3717  
[03/26 19:29:38] SuperNet Training INFO: iter: 25800/144360  CE: 5.4636  
[03/26 19:30:41] SuperNet Training INFO: iter: 25920/144360  CE: 5.2917  
[03/26 19:31:44] SuperNet Training INFO: iter: 26040/144360  CE: 5.8438  
[03/26 19:32:47] SuperNet Training INFO: iter: 26160/144360  CE: 5.6061  
[03/26 19:33:50] SuperNet Training INFO: iter: 26280/144360  CE: 5.6450  
[03/26 19:34:53] SuperNet Training INFO: iter: 26400/144360  CE: 5.1923  
[03/26 19:35:27] SuperNet Training INFO: --> epoch:  22/120  avg CE: 5.4320  lr: 0.11032023407672516  
[03/26 19:36:29] SuperNet Training INFO: iter: 26520/144360  CE: 5.2276  
[03/26 19:37:33] SuperNet Training INFO: iter: 26640/144360  CE: 5.4503  
[03/26 19:38:36] SuperNet Training INFO: iter: 26760/144360  CE: 5.2598  
[03/26 19:39:38] SuperNet Training INFO: iter: 26880/144360  CE: 5.3354  
[03/26 19:40:41] SuperNet Training INFO: iter: 27000/144360  CE: 5.0919  
[03/26 19:41:43] SuperNet Training INFO: iter: 27120/144360  CE: 5.3629  
[03/26 19:42:46] SuperNet Training INFO: iter: 27240/144360  CE: 5.3584  
[03/26 19:43:49] SuperNet Training INFO: iter: 27360/144360  CE: 5.1431  
[03/26 19:44:52] SuperNet Training INFO: iter: 27480/144360  CE: 5.3616  
[03/26 19:45:56] SuperNet Training INFO: iter: 27600/144360  CE: 5.4421  
[03/26 19:46:31] SuperNet Training INFO: --> epoch:  23/120  avg CE: 5.3583  lr: 0.10944757131732062  
[03/26 19:47:31] SuperNet Training INFO: iter: 27720/144360  CE: 5.5840  
[03/26 19:48:35] SuperNet Training INFO: iter: 27840/144360  CE: 5.3512  
[03/26 19:49:38] SuperNet Training INFO: iter: 27960/144360  CE: 5.4188  
[03/26 19:50:44] SuperNet Training INFO: iter: 28080/144360  CE: 5.1822  
